temple_name,photo_1_url,photo_2_url,photo_3_url,photo_4_url
"Thiruchendur Murugan Temple","https://upload.wikimedia.org/wikipedia/commons/e/ea/Satellite_view_of_the_Tiruchendur_Subramaniya_Swamy_Temple.png","https://upload.wikimedia.org/wikipedia/commons/d/d6/Tiruchendur_murugan.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bf/Arulmigu_Subramaniya_Swamy_Temple%2C_Tiruchendur.jpg","https://upload.wikimedia.org/wikipedia/commons/7/73/Thiruchendur_Sri_Subramaniya_Swamy_Temple_2014_%287%29.jpg"
"Thirupparamkunram Murugan Temple","https://upload.wikimedia.org/wikipedia/commons/7/73/Thiruparamkundram_%281%29.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f9/Tirupparamkunram_Murugan_Temple.JPG","https://upload.wikimedia.org/wikipedia/commons/f/fd/Tirupparankundram_Murugam_Temple%2C_near_Madurai_%2816%29_%2836806378554%29.jpg","https://upload.wikimedia.org/wikipedia/commons/2/22/Thiruparamkundram_%2831%29.jpg"
"Thiruthani Murugan Temple","https://upload.wikimedia.org/wikipedia/commons/e/e2/Subramaniya_Swamy_Temple%2C_Tiruttani.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1d/Thiruthani_Murugan_Temple_town_view.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f1/Subramaniya_Swamy_Temple%2C_Tiruttani_-.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ad/Tiruttani_Murugan_Temple.jpg"
"Pazhamudircholai Murugan Temple","https://upload.wikimedia.org/wikipedia/commons/3/3d/Pazhamudhircholai.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8b/Pazhamudhircholai_Koil.jpg","https://upload.wikimedia.org/wikipedia/commons/d/dc/Pazhamuthir_solai_Murugan_1.JPG","https://upload.wikimedia.org/wikipedia/commons/a/ad/Solaimalai.jpg"
"Jambukeswarar Temple Thiruvanaikaval","https://upload.wikimedia.org/wikipedia/commons/7/7d/Jambukeswarar_Temple_surroundings%2C_Thiruvanaikaval_ttkcvrvb122k23pxl_%2827%29.jpg","https://upload.wikimedia.org/wikipedia/commons/1/14/Jambukeswarar_Temple_surroundings%2C_Thiruvanaikaval_ttkcvrvb122k23pxl_%282%29.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9a/Jambukeswarar_Temple_surroundings%2C_Thiruvanaikaval_ttkcvrvb122k23pxl_%2815%29.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c0/Jambukeswarar_Temple_surroundings%2C_Thiruvanaikaval_ttkcvrvb122k23pxl_%2816%29.jpg"
"Arunachaleswarar Temple Thiruvannamalai","https://upload.wikimedia.org/wikipedia/commons/0/09/Thiruvannamalai_Arunachaleswarar_Temple_Rajagopuram.jpg","https://upload.wikimedia.org/wikipedia/commons/8/86/Arulmigu_Arunachaleswarar_Temple%2C_Thiruvannamalai_%2842492949895%29.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bc/%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%B5%E0%AE%A3%E0%AF%8D%E0%AE%A3%E0%AE%BE%E0%AE%AE%E0%AE%B2%E0%AF%88_%E0%AE%95%E0%AF%8B%E0%AE%B5%E0%AE%BF%E0%AE%B2%E0%AF%8D.jpg",null
"Suryanar Kovil Tamil Nadu",null,null,null,null
"Kailasanathar Temple Kanchipuram","https://upload.wikimedia.org/wikipedia/commons/c/c2/Kanchi_Kailasanathar_Temple_at_Kanchipuram%2C_Tamil_Nadu_01.jpg","https://upload.wikimedia.org/wikipedia/commons/3/32/Kailasanathar_Temple._Kanchipuram%2C_TamilNadu.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6e/Kailasanathar_temple%2C_Kanchipuram_%286%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e3/Kailasanathar_temple%2C_Kanchipuram_%2811%29.jpg"
"Vaitheeswaran Koil Tamil Nadu","https://upload.wikimedia.org/wikipedia/commons/0/0f/Vaitheeswaran_temple_panorama_%282%29.jpg","https://upload.wikimedia.org/wikipedia/commons/8/80/Vaitheeswaran_temple_panorama_%283%29.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b7/Vaitheeswaran_temple_under_construction_02.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ec/Vaitheeswaran_temple_panorama_%281%29.jpg"
"Swetharanyeswarar Temple Thiruvenkadu","https://upload.wikimedia.org/wikipedia/commons/9/95/Swetharanyeswarar_Temple2.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bf/Swetharanyeswarar_Temple1.jpg","https://upload.wikimedia.org/wikipedia/commons/7/70/Swetharanyeswarar_Temple3.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a2/Thiruvenkadu_temple.jpg"
"Apatsahayesvarar Temple Thiruveezhimizhalai",null,null,null,null
"Agniswarar Temple Kanjanur","https://upload.wikimedia.org/wikipedia/commons/9/93/Kanjanur_Sukkiran_Temple.jpg",null,null,null
"Dharbaranyeswarar Temple Sirkazhi",null,null,null,null
"Naganathar Temple Sirkazhi",null,null,null,null
"Naganathaswamy Temple Kumbakonam","https://upload.wikimedia.org/wikipedia/commons/3/38/Sri_Naganathaswamy_Temple_-_Thirunageswaram.JPG",null,null,null
"Kapaleeshwarar Temple Chennai","https://upload.wikimedia.org/wikipedia/commons/6/6f/Chennai_Kapaleeshwarar_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3a/Pilgrims_taking_offerings_to_festival_from_Kapaleeshwarar_Temple%2C_Chennai._2010.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f3/Kapaleeshwarar_Temple._Chennai._2010.jpg","https://upload.wikimedia.org/wikipedia/commons/8/84/A_Old_House_at_Kapaleeshwarar_Temple_East_Tank_Street.jpg"
"Parthasarathy Temple Chennai","https://upload.wikimedia.org/wikipedia/commons/7/74/Parthasarathy-Temple-Triplicane-Chennai-7.JPG","https://upload.wikimedia.org/wikipedia/commons/d/d4/Parthasarathy-Temple-Triplicane-Chennai-1.JPG","https://upload.wikimedia.org/wikipedia/commons/0/06/Parthasarathy-Temple-Triplicane-Chennai-2.JPG","https://upload.wikimedia.org/wikipedia/commons/4/4d/Parthasarathy-Temple-Triplicane-Chennai-4.JPG"
"Sripuram Golden Temple Vellore","https://upload.wikimedia.org/wikipedia/commons/9/9e/Golden_Temple%2C_Vellore%2C_India.jpg","https://upload.wikimedia.org/wikipedia/commons/6/69/Sripuram_Temple_Full_View.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8a/Lakshmi_Narayani_temple%2C_Sripuram_%283976671366%29.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f3/Lakshmi_Narayani_temple%2C_Sripuram_%283976674378%29.jpg"
"Samayapuram Mariamman Temple","https://upload.wikimedia.org/wikipedia/commons/1/16/Temple_tower_of_Samayapuram_Mariamman.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a5/Samayapuram_Mariamman_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/2/22/Samayapuram_Mariamman.jpg","https://upload.wikimedia.org/wikipedia/commons/9/98/Samayapuram_Mariyamman_Temple_Entrance-1.jpg"
"Vadapalani Andavar Temple Chennai","https://upload.wikimedia.org/wikipedia/commons/9/9e/Gopuram_of_Vadapalani_Andavar_Temple%2C_Chennai%2C_2024.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8c/Vadapalani_Temple_2.JPG","https://upload.wikimedia.org/wikipedia/commons/6/66/Vadapalani_murugan_temple_tank.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9b/Sri_Dhandayudhapani_temple%2C_Vadapalani_%2C_Chennai.jpg"
"Suchindram Thanumalayan Temple","https://upload.wikimedia.org/wikipedia/commons/c/c2/Suchindram_Thanumalayan_Temple_2014_%2830%29.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a0/Suchindram_Thanumalayan_Temple_2014_%2837%29.jpg","https://upload.wikimedia.org/wikipedia/commons/6/67/Suchindram_Thanumalayan_Temple_2014_%2823%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e6/Suchindram_Thanumalayan_Temple_2014_%2831%29.jpg"
"Srivilliputhur Andal Temple","https://upload.wikimedia.org/wikipedia/commons/e/ed/Srivilliputhur_Andal_temple_%2832%29.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f7/Srivilliputhur_Andal_temple_%2835%29.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f3/Srivilliputhur_Andal_temple_%2820%29.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d7/Srivilliputhur_Andal_temple_%2837%29.jpg"
"Kanchi Kailasanathar Temple","https://upload.wikimedia.org/wikipedia/commons/c/c2/Kanchi_Kailasanathar_Temple_at_Kanchipuram%2C_Tamil_Nadu_01.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bf/Kanchi_Kailasanathar_Temple_at_Kanchipuram%2C_Namil_Nadu_14.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4a/Kanchi_Kailasanathar_Temple_at_Kanchipuram%2C_Namil_Nadu_17.jpg","https://upload.wikimedia.org/wikipedia/commons/9/98/Kanchi_Kailasanathar_Temple_at_Kanchipuram%2C_Namil_Nadu_13.jpg"
"Uchi Pillayar Temple Tiruchirappalli","https://upload.wikimedia.org/wikipedia/commons/9/9b/Uchi_Pillayaar_view_from_East.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f9/Cloudy_Rockfort_Temple.jpg",null,null
"Namakkal Anjaneyar Temple","https://upload.wikimedia.org/wikipedia/commons/f/fd/Anjaneyar_Temple%2C_Namakkal.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a6/Namakkal_Anjaneyar.jpg","https://upload.wikimedia.org/wikipedia/commons/4/42/Namakkal_Anjaneyar_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/2/24/Namakkal%2C_Anjaneyar_Templa.jpg"
"Alampur Jogulamba Temple Telangana","https://upload.wikimedia.org/wikipedia/commons/6/63/Sri_Jogulamba_Balabrahmendra_Swamy_Devasthanam%2C_Alampur%2C_Telangana_10.jpg","https://upload.wikimedia.org/wikipedia/commons/0/07/Sri_Jogulamba_Balabrahmendra_Swamy_Devasthanam%2C_Alampur%2C_Telangana_04.jpg","https://upload.wikimedia.org/wikipedia/commons/9/98/Sri_Jogulamba_Balabrahmendra_Swamy_Devasthanam_3%2C_Alampur%2C_Telangana_07.jpg","https://upload.wikimedia.org/wikipedia/commons/8/84/Sri_Jogulamba_Balabrahmendra_Swamy_Devasthanam%2C_Alampur%2C_Telangana_07.jpg"
"Birla Mandir Hyderabad","https://upload.wikimedia.org/wikipedia/commons/b/bc/Birla_Mandir_in_Hyderabad%2C_2015.JPG","https://upload.wikimedia.org/wikipedia/commons/b/b5/Diety_Statue_at_Birla_Mandir%2C_Hyderabad_%28Oct_2025%29.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9e/Birla_mandir_jaipur.JPG","https://upload.wikimedia.org/wikipedia/commons/f/f5/Birla_Mandir%2C_Hyderabad%2C_India.JPG"
"Chilkur Balaji Temple","https://upload.wikimedia.org/wikipedia/commons/d/de/Gopuram_at_Chilkur_Temple1.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cf/Balaji_temple%2C_chilkoor.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d9/Chilkoor_Balaji_Temple_Gate.png","https://upload.wikimedia.org/wikipedia/commons/2/21/Chilukuru_temple.jpg"
"Kotilingala Temple Telangana",null,null,null,null
"Sita Ramachandraswamy Temple Bhadrachalam","https://upload.wikimedia.org/wikipedia/commons/c/cb/A_view_of_Sree_Seetha_Ramachandraswamy_temple_from_a_nearby_hotel.jpg","https://upload.wikimedia.org/wikipedia/commons/1/14/Bhadrachalam_temple_04122016.jpg","https://upload.wikimedia.org/wikipedia/commons/7/72/Bhadrachalam_temple_View_from_Lord_Narasimha_Temple_in_2015_%28cropped%29.JPG","https://upload.wikimedia.org/wikipedia/commons/0/07/Sri_sita_rama_temple_bhadrachalam_temple_view_top.jpg"
"Sri Lakshmi Narasimha Swamy Temple Yadagirigutta","https://upload.wikimedia.org/wikipedia/commons/d/d7/Yadagirigutta_temple_main_Gopuram.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b8/Yadagirigutta_temple_steps_entrance.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7b/Sri_Lakshminarasimha_Swamy_Temple_Yadagirigutta_Yadadri_Telangana_10.jpg","https://upload.wikimedia.org/wikipedia/commons/5/50/Sri_Lakshminarasimha_Swamy_Temple_Yadagirigutta_Yadadri_Telangana_09.jpg"
"Sri Peddamma Thalli Temple Hyderabad","https://upload.wikimedia.org/wikipedia/commons/1/18/Peddamma_temple_-_Hyderabad.jpg","https://upload.wikimedia.org/wikipedia/commons/8/87/Peddamma_Temple_Gopuram_%2C_Jubilee_Hills%2C_Hyderabad.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5a/Peddamma_temple_-_Jubilee_Hills.jpg","https://upload.wikimedia.org/wikipedia/commons/0/05/Peddamma_Gudi_Bus_Stop.jpg"
"Sri Punyalingeswara Swamy Temple",null,null,null,null
"Bhadrakali Temple Warangal","https://upload.wikimedia.org/wikipedia/commons/4/44/Bhadrakali_Temple%2C_Warangal.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7c/1_Bhadrakali_Cheruvu%2C_Warangal_2.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c3/4_Bhadrakali_Cheruvu%2C_Warangal.jpg","https://upload.wikimedia.org/wikipedia/commons/7/75/5_Bhadrakali_Cheruvu%2C_Warangal.jpg"
"Ramappa Temple Warangal","https://upload.wikimedia.org/wikipedia/commons/7/7d/Nandi_seeing_the_Ramappa_Temple%2C_Warangal.jpg","https://upload.wikimedia.org/wikipedia/commons/9/92/Ramappa_Temple_-Palampet_Warangal_-Telangana_-N-AP-130.jpg","https://upload.wikimedia.org/wikipedia/commons/7/73/A_view_of_Ramappa_Temple_01_cropped.jpg","https://upload.wikimedia.org/wikipedia/commons/9/90/Warangal_ramappa_temple.jpg"
"Thousand Pillar Temple Warangal","https://upload.wikimedia.org/wikipedia/commons/c/c8/Nandi_Thousand_Pillar_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8f/Reliefs_and_sculptures_at_the_Thousand_Pillar_Temple%2C_Warangal_11.jpg","https://upload.wikimedia.org/wikipedia/commons/1/14/Thousand_Pillar_Temple_at_Hanamakonda_near_Warangal_29.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8d/Thousand_Pillar_Temple_at_Hanamakonda_near_Warangal_37.jpg"
"Gnana Saraswati Temple Basar","https://upload.wikimedia.org/wikipedia/commons/c/ce/Goddess_of_Knowledge_Saraswati_Gnana_Temple_Basar_India.jpg","https://upload.wikimedia.org/wikipedia/commons/8/89/Basar_Temple_view_02.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b7/Goddess_Saraswati_beside_Godavari_river.jpg",null
"Karmanghat Hanuman Temple Hyderabad","https://upload.wikimedia.org/wikipedia/commons/0/05/Karmanghat_Hanuman_Temple%2C_Hyderabad.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0b/Hanuman_Temple_at_Karmanghat%2C_Hyderabad.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a4/Karmanghat_Hanuman_Temple_Gopuram_View_01.jpg","https://upload.wikimedia.org/wikipedia/commons/6/66/Karmanghat_Hanuman_Temple_%2CHyderabad.jpg"
"Mata Tripura Sundari Temple Tripura","https://upload.wikimedia.org/wikipedia/commons/d/dc/Prime_Minister_of_Bharat%2C_Shri_Narendra_Damodardas_Modi_at_Mata_Tripura_Sundari_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cf/Prime_Minister_of_Bharat%2C_Shri_Narendra_Damodardas_Modi_prays_at_Mata_Tripura_Sundari_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ee/Prime_Minister_of_Bharat%2C_Shri_Narendra_Damodardas_Modi_praying_at_Mata_Tripura_Sundari_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/0/03/Prime_Minister_of_Bharat%2C_Shri_Narendra_Damodardas_Modi_performing_pooja_at_Mata_Tripura_Sundari_Temple.jpg"
"Banke Bihari Temple Vrindavan","https://upload.wikimedia.org/wikipedia/commons/5/55/Banke-Bihari-Mandir-Vrindavan.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e3/Banke_Bihari_Vrindavan.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3e/Monkeys_near_Banke_Bihari_Temple%2C_Vrindavan%2C_Mathura%2C_Agra%2C_Uttar_Pradesh%2C_India_%282010%29.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0d/Banke_Bihari_Temple%2C_Vrindavan%2C_Mathura%2C_Uttar_Pradesh%2C_India_%282010%29.jpg"
"Bhitargaon Brick Temple Kanpur","https://upload.wikimedia.org/wikipedia/commons/3/32/Brick_temple_Bhitargaon_Kanpur.jpg","https://upload.wikimedia.org/wikipedia/commons/b/be/5th_century_Gupta_era_Hindu_temple%2C_Bhitargaon%2C_Kanpur_district_Uttar_Pradesh.jpg","https://upload.wikimedia.org/wikipedia/commons/0/01/Ancient_brick_temple_kanpur.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f7/Gupt_kalin_mandir_bhitargaon_%28cropped%29.jpg"
"Gokul Chaurasi Khamba Mathura",null,null,null,null
"Guptar Ghat Ayodhya","https://upload.wikimedia.org/wikipedia/commons/b/ba/Guptar_ghat_sharau_river_ayodhya_utter_pradesh.jpg","https://upload.wikimedia.org/wikipedia/commons/8/89/The_temple_complex_at_Guptar_Ghat.jpg","https://upload.wikimedia.org/wikipedia/commons/6/62/Guptar_Ghat.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7b/River_Saryu%2C_Guptar_Ghat.jpg"
"Hanuman Garhi Temple Ayodhya","https://upload.wikimedia.org/wikipedia/commons/4/42/Hanuman_Garhi_Temple-20.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fd/Hanuman_Garhi_Temple-26.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fc/Hanuman_Garhi_Temple-28.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a8/Hanuman_Garhi_Temple-30.jpg"
"Kanak Bhawan Ayodhya","https://upload.wikimedia.org/wikipedia/commons/6/6f/Kanak_Bhawan%2C_Ayodhya_India.jpg","https://upload.wikimedia.org/wikipedia/commons/3/30/Kanak_bhawan_Ayodhya.jpg","https://upload.wikimedia.org/wikipedia/commons/3/31/Kanak_Bhawan.jpg","https://upload.wikimedia.org/wikipedia/commons/2/20/Idols_of_Prabhu_Shri_Rama_and_Sita_Mata%2C_Kanak_Bhavan%2C_Ayodhya%2C_Faizabad%2C_U.P.%2C_India.JPG"
"Kashi Vishwanath Temple Varanasi","https://upload.wikimedia.org/wikipedia/commons/e/ec/Shri_Kashi_Vishwanath_Temple_2.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5c/Shri_Kashi_Vishwanath_Temple_7.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2d/Shri_Kashi_Vishwanath_Temple_5.jpg","https://upload.wikimedia.org/wikipedia/commons/8/80/Shri_Kashi_Vishwanath_Temple_3.jpg"
"Madan Mohan Temple Vrindavan","https://upload.wikimedia.org/wikipedia/commons/a/a8/MadanMohanmandir.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1f/Madan_Mohan_temple%2C_on_the_Yamuna%2C_Vrindavan%2C_1789.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4f/%2A%22Madan_Mohan_Temple%2C_Brindaban%2C%22_an_early_postcard%2A.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d6/Radha_Madan_Mohan_Temple%2C_Vrindavan%2C_India_-_DPLA_-_59fc522bab852175b9c7d75328d03045.jpg"
"Nageshwarnath Temple Ayodhya","https://upload.wikimedia.org/wikipedia/commons/a/a1/Nageshwarnath_Temple.png",null,null,null
"Nand Bhavan Temple Nandgaon","https://upload.wikimedia.org/wikipedia/commons/f/f3/Lathmar_Holi_2022_in_Nandgaon%2C_Uttar_Pradesh_%28edited%29.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4b/Lathmar_Holi_2022_in_Nandgaon%2C_Uttar_Pradesh.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e4/Riot_of_Colors.jpg","https://upload.wikimedia.org/wikipedia/commons/5/56/Color_Madness.jpg"
"Prem Mandir Vrindavan","https://upload.wikimedia.org/wikipedia/commons/0/0f/Vrindavan_Prem_Mandir_4.jpg","https://upload.wikimedia.org/wikipedia/commons/1/18/Vrindavan_Prem_Mandir.jpg","https://upload.wikimedia.org/wikipedia/commons/b/be/Prem_mandir_Vrindavan_Main_gate.JPG","https://upload.wikimedia.org/wikipedia/commons/f/fc/Prem_Mandir_Vrindavan_IMG_20210731_201217.jpg"
"Radha Raman Temple Vrindavan","https://upload.wikimedia.org/wikipedia/commons/a/a4/Entrance_Radha_Raman_Temple%2C_Vrindavan.jpg","https://upload.wikimedia.org/wikipedia/commons/c/ce/Radha_Raman_Temple_2.jpg","https://upload.wikimedia.org/wikipedia/commons/9/97/Radha_Raman_Temple.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ec/Chhote_Radha_Raman_Deities_Shahji_Temple_Vrindavan.jpg"
"Ram Mandir Ayodhya","https://upload.wikimedia.org/wikipedia/commons/d/d1/Ram_Janmbhoomi_Mandir%2C_Ayodhya_Dham.jpg","https://upload.wikimedia.org/wikipedia/commons/7/70/Ram_Mandir%2C_Ayodhya.png","https://upload.wikimedia.org/wikipedia/commons/d/df/Ayodhya_Ram_Mandir_Inauguration_Day_Picture.jpg","https://upload.wikimedia.org/wikipedia/commons/3/31/Pran_Pratishtha_ceremony_of_Shree_Ram_Janmaboomi_Temple_in_Ayodhya%2C_Uttar_Pradesh_on_January_22%2C_2024.jpg"
"Rangji Temple Vrindavan","https://upload.wikimedia.org/wikipedia/commons/b/b7/Interior_view_of_Sri_Rangji_Temple_Vrindavan_showing_sanctum_and_chandelier.jpg","https://upload.wikimedia.org/wikipedia/commons/1/1b/Corridor_of_Shri_Rangji_Temple%2C_Vrindavan.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d6/Dravidian_style_architecture_at_Rangji_Temple%2C_Vrindavan.jpg","https://upload.wikimedia.org/wikipedia/commons/6/64/Sri_Rangji_Mandir_Vrindavan_Gopuram.jpg"
"Shahji Temple Vrindavan","https://upload.wikimedia.org/wikipedia/commons/5/52/Shahji_temple_Vrindavan_08.jpg","https://upload.wikimedia.org/wikipedia/commons/7/79/Shahji_temple_Vrindavan_16.jpg","https://upload.wikimedia.org/wikipedia/commons/6/61/Shahji_temple_Vrindavan_13.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3d/Shahji_temple_Vrindavan_14.jpg"
"Shree Krishna Janmabhoomi Mathura",null,null,null,null
"Shri Radha Rani Temple Barsana","https://upload.wikimedia.org/wikipedia/commons/7/7a/Shri_Radha_Rani_Temple_Barsana_-_panoramio.jpg","https://upload.wikimedia.org/wikipedia/commons/6/65/Kirti_Mandir%2C_Barsana.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f3/Lathmar_Holi_2022_in_Nandgaon%2C_Uttar_Pradesh_%28edited%29.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4b/Lathmar_Holi_2022_in_Nandgaon%2C_Uttar_Pradesh.jpg"
"Vindhyachal Temple Mirzapur",null,null,null,null
"Vishalakshi Temple Varanasi",null,null,null,null
"Sankat Mochan Hanuman Temple Varanasi","https://upload.wikimedia.org/wikipedia/commons/2/24/Sankat_Mochan_temple_entrance%2C_Varanasi_-_IRCTC_2017_%281%29.jpg","https://upload.wikimedia.org/wikipedia/commons/6/63/Sankat_Mochan_temple_entrance%2C_Varanasi_-_IRCTC_2017.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ed/Sankat_Mochan_Temple_in_Varanasi_%288527226316%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e7/Sankat_Mochan_temple_entrance%2C_Varanasi_-_IRCTC_2017_%282%29.jpg"
"Annapurna Devi Temple Varanasi","https://upload.wikimedia.org/wikipedia/commons/a/ad/Prime_Minister_of_Bharat%2C_Shri_Narendra_Damodardas_Modi_performs_darshan_and_pooja_at_Shree_Annapurna_Devi_temple.jpg","https://upload.wikimedia.org/wikipedia/commons/3/37/Birbhum_Pilgrimage-Bahira_Kaalima%2C_Maa_Nimbabasini.jpg",null,null
"Kaal Bhairav Temple Varanasi","https://upload.wikimedia.org/wikipedia/commons/9/9e/Kaal_Bhairab%2C_Kathmandu%2C_Nepal.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3d/Kashi-gyanvapi_%281%29.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e2/Bhairava_Brahma.jpg",null
"Gorakhnath Temple Gorakhpur","https://upload.wikimedia.org/wikipedia/commons/4/41/Gorakhnath_Temple_fountain.jpg","https://upload.wikimedia.org/wikipedia/commons/2/24/Gorakhnath_Temple_fare_2.jpg","https://upload.wikimedia.org/wikipedia/commons/7/71/The_Prime_Minister%2C_Shri_Narendra_Modi_at_Gorakhnath_Mandir%2C_in_Gorakhpur%2C_Uttar_Pradesh_on_July_22%2C_2016.jpg","https://upload.wikimedia.org/wikipedia/commons/1/16/The_Prime_Minister%2C_Shri_Narendra_Modi_releasing_a_memoir_on_Mahant_Avaidyanath_ji%2C_at_Gorakhnath_Mandir%2C_in_Gorakhpur%2C_Uttar_Pradesh_on_July_22%2C_2016.jpg"
"Tulsi Manas Mandir Varanasi","https://upload.wikimedia.org/wikipedia/commons/0/0d/Manas_Mandir.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ef/Varanasi_07_-_Tulsi_Manas_mandir_%2824424161768%29.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7e/Varanasi_07_-_Tulsi_Manas_mandir_%2838240380666%29.jpg","https://upload.wikimedia.org/wikipedia/commons/a/aa/Varanasi_13_-_figurines_in_Tulsi_Manas_mandir_%2824321153428%29.jpg"
"Sarnath Mulagandhakuti Vihara","https://upload.wikimedia.org/wikipedia/commons/9/92/Buddha_at_Mulagandhakuti_Vihara%2C_Sarnath.jpg","https://upload.wikimedia.org/wikipedia/commons/3/37/2_Sarnath_Buddhism_Mulagandhakuti_Vihara%2C_temple_bouddhiste_S%C3%A2rn%C3%A2th_Varanasi_India_2013.jpg","https://upload.wikimedia.org/wikipedia/commons/5/55/1_Sarnath_Temple_Buddhism_Le_Mulagandhakuti_Vih%C4%81ra_S%C3%A2rn%C3%A2th_Varanasi_India_2013.jpg","https://upload.wikimedia.org/wikipedia/commons/4/49/A_Buddhist_temple_at_Sarnath.jpg"
"Bateshwar Nath Temple Agra","https://upload.wikimedia.org/wikipedia/commons/b/bb/BATESHWAR_NATH_JI.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e3/UP_monuments_and_temples.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f5/GOURI_SHANKAR_TEMPLE_BATESHWAR.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c9/Bateshwar_Temples.jpg"
